PLU;Loja;Região;Nome PLU;Nome Depto;Nome Cat;Nome Subcat;Nome Loja;Mês Referencia;Bandeira;VENDA BRUTA MENSAL
1173175;1;SÃO PAULO;CR FACIAL NIVEA NUTRITIVO 100GR;MERCEARIA;PERFUMARIA;CUIDADO COM ROSTO;JARDIM PAULISTA;May-2019;PA;61
1173176;1;SÃO PAULO;CR FACIAL NIVEA ANTISSINAIS 100GR;MERCEARIA;PERFUMARIA;CUIDADO COM ROSTO;JARDIM PAULISTA;May-2019;PA;251
1173181;1;SÃO PAULO;SAB DOVE 90GR MICELAR;MERCEARIA;PERFUMARIA;CUIDADO COM CORPO;JARDIM PAULISTA;May-2019;PA;247
1173227;1;SÃO PAULO;TQ ARROZ ORG TP 1 VACUO TAEQ 1KG;MERCEARIA;MERCEARIA BASICA;ARROZ E FEIJAO;JARDIM PAULISTA;May-2019;PA;65
1173228;1;SÃO PAULO;QA ARROZ ORIENTAL 1KG;MERCEARIA;MERCEARIA BASICA;ARROZ E FEIJAO;JARDIM PAULISTA;May-2019;PA;167
1173229;1;SÃO PAULO;QA ARROZ ORIENTAL 5KG;MERCEARIA;MERCEARIA BASICA;ARROZ E FEIJAO;JARDIM PAULISTA;May-2019;PA;0
1173261;1;SÃO PAULO;QA PREMIUM ARROZ BRANCO TP1 1KG;MERCEARIA;MERCEARIA BASICA;ARROZ E FEIJAO;JARDIM PAULISTA;May-2019;PA;10
1173262;1;SÃO PAULO;QA PREMIUM ARROZ BRANCO TP1 5KG;MERCEARIA;MERCEARIA BASICA;ARROZ E FEIJAO;JARDIM PAULISTA;May-2019;PA;15
1173263;1;SÃO PAULO;QA TOMATE SECO TEMP QUALITA 180G;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;May-2019;PA;273
1173285;1;SÃO PAULO;CARRINHO JACOB BRNC/AMAD 50X34X64H;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;May-2019;PA;0
1173286;1;SÃO PAULO;CARRINHO JACOB TERRAC/AMD 50X34X64H;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;May-2019;PA;0
1173287;1;SÃO PAULO;CARRINHO JACOB FENDI/AMAD 50X34X64H;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;May-2019;PA;0
1173288;1;SÃO PAULO;CARRINHO JACOB AMRL/AMAD 50X34X64H;BAZAR;ARRUMACAO E FVM;ARRUMACAO;JARDIM PAULISTA;May-2019;PA;0
1173294;1;SÃO PAULO;PORTA RET F 10X15 CX LISO BC 18X13;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173295;1;SÃO PAULO;PORTA RET F 10X15 CX LISO PT 18X13;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173296;1;SÃO PAULO;PORTA RET F 10X15 CX LISO NT 18X13;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173297;1;SÃO PAULO;PORTA RET F 10X15 CX LISO CR 18X13;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173298;1;SÃO PAULO;PORTA RET F 13X18 CX LISO BC 21X16;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173299;1;SÃO PAULO;PORTA RET F 13X18 CX LISO PT 21X16;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173300;1;SÃO PAULO;PORTA RET F 13X18 CX LISO NAT 21X16;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173301;1;SÃO PAULO;PORTA RET F 13X18 CX LISO CER 21X16;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173302;1;SÃO PAULO;PORTA RET F 10X15 LUX BCO 20X15CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173303;1;SÃO PAULO;PORTA RET F 10X15 LUX PRATA 20X15CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173304;1;SÃO PAULO;PORTA RET F 10X15 LUX DOURAD 20X15;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173305;1;SÃO PAULO;PORTA RET F 10X15 LAWREN PTA 23X18;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173306;1;SÃO PAULO;FK ESPATULA VAZADA BAMBU SIL BLUSH;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;May-2019;PA;0
1173308;1;SÃO PAULO;PORTA RET F 13X18 LUX BCO 23X18CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173320;1;SÃO PAULO;PORTA RET F 13X18 LUX PRATA 23X18CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173323;1;SÃO PAULO;PORTA RET F 13X18 LUX DOURAD 23X18;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173324;1;SÃO PAULO;PORTA RET F 13X18 LAWREN PTA 26X21;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173325;1;SÃO PAULO;PORTA RET MULTIFOTO SLIDE BCO 3 F;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173326;1;SÃO PAULO;PORTA RET MULTIFOTO SLIDE PTO 3 F;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173327;1;SÃO PAULO;PORTA RET MULTIFOTO SLIDE NAT 3 F;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173328;1;SÃO PAULO;PORTA RET MULTIFOTO SLIDE CER 3 F;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173329;1;SÃO PAULO;PORTA RET MULTIFOTO NAT 5 F;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173330;1;SÃO PAULO;PORTA RET MULTIFOTO CER 5 F;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173331;1;SÃO PAULO;PORTA RET MULTIFOTO BASIC BCO 3 F;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173332;1;SÃO PAULO;PORTA RET MULTIFOTO BASIC PTO 3 F;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173333;1;SÃO PAULO;PORTA RET MULTIFOTO BASIC NAT 3 F;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173334;1;SÃO PAULO;PORTA RET MULTIFOTO BASIC CER 3 F;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173335;1;SÃO PAULO;QUADRO PENDUR GOLD ABSTRATO 22X32;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173336;1;SÃO PAULO;QUADRO PENDURAR GOLD LOVE 22X32CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173337;1;SÃO PAULO;QUADRO PENDURAR GOLD FOLHA 22X32CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173339;1;SÃO PAULO;QUADRO PENDURAR DO MORE 32X42CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173340;1;SÃO PAULO;QUADRO PENDURAR FOLHA 32X42CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173341;1;SÃO PAULO;PLACA DEC ANIMALS TIGRE 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173342;1;SÃO PAULO;PLACA DEC ANIMALS LEAO 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173343;1;SÃO PAULO;PLACA DEC ANIMALS ZEBRA 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173344;1;SÃO PAULO;PLACA DEC LOVELY I CAN 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173346;1;SÃO PAULO;PLACA DEC CIDADES RODA GIG 29X29;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173347;1;SÃO PAULO;PLACA DEC LOVELY ANIMAL 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173348;1;SÃO PAULO;PLACA DEC ANIMALS STRONG 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173349;1;SÃO PAULO;PLACA DEC MARMORE ABSTRACT 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173410;1;SÃO PAULO;PLACA DEC ZEN PEDRA 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173411;1;SÃO PAULO;PLACA DEC ZEN CONSTR PEDRAS 29X29;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173412;1;SÃO PAULO;PLACA DEC FOLHAGEM I 30X44CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173414;1;SÃO PAULO;PLACA DEC LOVELY ABACAXI 30X40CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173415;1;SÃO PAULO;PLACA DEC LOVELY MEDITAR 20X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173416;1;SÃO PAULO;PLACA DEC CIDADES REMEMB WHY 20X29;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173417;1;SÃO PAULO;PLACA DEC MARMORE CORACAO 20X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173418;1;SÃO PAULO;PLACA DEC LOVELY ANIMAL 20X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173419;1;SÃO PAULO;PLACA DEC MARMOR THINK EXERC 20X29;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173427;1;SÃO PAULO;IOG GREGO VIGOR TRAD 360G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;May-2019;PA;601
1173434;1;SÃO PAULO;PRATO FUNDO MARTHA;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173435;1;SÃO PAULO;PRATO S MESA MARTHA;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173442;1;SÃO PAULO;PRATO S MESA MARMORE;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173448;1;SÃO PAULO;BOWL MARTHA 13 CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173476;1;SÃO PAULO;PRATO RASO ARTICO BRANCO;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173477;1;SÃO PAULO;PRATO FUNDO ARTICO BRANCO;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173478;1;SÃO PAULO;PRATO S MESA ARTICO BRANCO;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173491;1;SÃO PAULO;PRATO RASO DAMA;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173492;1;SÃO PAULO;PRATO FUNDO DAMA;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173493;1;SÃO PAULO;PRATO S MESA DAMA;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173494;1;SÃO PAULO;XICARA CAFE CP DAMA;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173495;1;SÃO PAULO;BOWL DAMA 13 CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173496;1;SÃO PAULO;CANECA DAMA;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;May-2019;PA;0
1173589;1;SÃO PAULO;PAO FRANCES 130G S/GLUTEN E LACTOSE;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;May-2019;PA;0
1173622;1;SÃO PAULO;AGUARD 51 ASSINATURA AMARO 700ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;0
1173623;1;SÃO PAULO;LICOR 51 ASSINATURA 700ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;0
1173624;1;SÃO PAULO;AGUARD 51 ASSINATURA SMOKED 700ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;0
1173626;1;SÃO PAULO;CHA LEAO FUZE ICE TEA LIMAO 1.5L 06;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;0
1173627;1;SÃO PAULO;CHA LEAO FUZE ICE TEA PESSEGO 1.5L;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;392
1173629;1;SÃO PAULO;CHA LEAO FUZE ICE PESSEGO ZERO 1.5L;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;0
1173634;1;SÃO PAULO;QA RABO SUI SALGADO QUALITA 400G;PERECIVEIS;PEREC COMPLEMENTAR;SALGADOS E DEFUMADOS;JARDIM PAULISTA;May-2019;PA;67
1173636;1;SÃO PAULO;QA PE SUINO SALGADO QUALITA 400G;PERECIVEIS;PEREC COMPLEMENTAR;SALGADOS E DEFUMADOS;JARDIM PAULISTA;May-2019;PA;113
1173637;1;SÃO PAULO;QA ORELHA SUINA SALGAD QUALITA 400G;PERECIVEIS;PEREC COMPLEMENTAR;SALGADOS E DEFUMADOS;JARDIM PAULISTA;May-2019;PA;41
1173638;1;SÃO PAULO;QA CNE SALGADA PERNIL QUALITA 400G;PERECIVEIS;PEREC COMPLEMENTAR;SALGADOS E DEFUMADOS;JARDIM PAULISTA;May-2019;PA;304
1173639;1;SÃO PAULO;QA COSTELA SALGADA QUALITA 400G;PERECIVEIS;PEREC COMPLEMENTAR;SALGADOS E DEFUMADOS;JARDIM PAULISTA;May-2019;PA;90
1173669;1;SÃO PAULO;SACO LIXO EMBALIXO NEUTRA LV INTIMO;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART CASA FESTA;JARDIM PAULISTA;May-2019;PA;15
1173670;1;SÃO PAULO;SACO LIXO EMBALIXO SUP REFORCADO50L;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART CASA FESTA;JARDIM PAULISTA;May-2019;PA;905
1173737;1;SÃO PAULO;PORTA RET MULTIFOTO BCO 5 F;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173738;1;SÃO PAULO;PORTA RET MULTIFOTO PTO 5 F;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173769;1;SÃO PAULO;VARREDORA MESA NOVICA 5,5X4X18H;TEXTIL;CAMEBA;MESA;JARDIM PAULISTA;May-2019;PA;0
1173781;1;SÃO PAULO;FRIG 22 CM ROCHEDO SEASIDE OCEAN;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;May-2019;PA;0
1173782;1;SÃO PAULO;FRIG 22 CM ROCHEDO SEASIDE STAR;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;May-2019;PA;0
1173785;1;SÃO PAULO;FK COLHER PARA SORVETE BLUSH;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;May-2019;PA;0
1173786;1;SÃO PAULO;FK RALADOR 4 LADOS BLUSH;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;May-2019;PA;0
1173865;1;SÃO PAULO;VH FRA GRAND THEATRE ROUGE 750 ML;MERCEARIA;LIQUIDA;VINHOS;JARDIM PAULISTA;May-2019;PA;861
1173868;1;SÃO PAULO;CACHACA SALINAS IPE 700ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;May-2019;PA;464
1173894;1;SÃO PAULO;QA LAVA ROUPA PO QUALITA 1KG;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;0
1173896;1;SÃO PAULO;QA LAVA ROUPA PO QUALITA 2KG;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;0
1173897;1;SÃO PAULO;QA LAVA ROUPA PO QUALITA 3KG;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;May-2019;PA;0
1173899;1;SÃO PAULO;FILE TILAPIA ST PETER CONG 450G;PERECIVEIS;PEIXARIA;PEIXES CONGELADOS;JARDIM PAULISTA;May-2019;PA;456
1173905;1;SÃO PAULO;PLACA DEC ANIMALS GATO 20X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173906;1;SÃO PAULO;PLACA DEC LOVELY GOOD VIBES 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173907;1;SÃO PAULO;PLACA DEC CIDADES TRIANGULO 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173908;1;SÃO PAULO;PLACA DEC ENJOY JOURNEY 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173909;1;SÃO PAULO;PLACA DEC CIDADES GET LOST 30X44CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173910;1;SÃO PAULO;PLACA DEC CIDADES MAPA 30X44CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173911;1;SÃO PAULO;PLACA DEC FOLHAGEM II 30X44CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173912;1;SÃO PAULO;QUADRO PENDURAR MAPA I 33X43CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173913;1;SÃO PAULO;PLACA DEC FOLHAGEM III 30X44CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173914;1;SÃO PAULO;PLACA DEC DCIDADES WONDERLUS 29X29;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173915;1;SÃO PAULO;PLACA DEC CIDADES NY 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173916;1;SÃO PAULO;PLACA DEC CIDADES PRINCP CAP 20X20;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173917;1;SÃO PAULO;PLACA DEC HOME IS A FEELING 20X20CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173919;1;SÃO PAULO;PLACA DEC TELHADO 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173920;1;SÃO PAULO;PLACA DEC VIDA MARAVILHOSA 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173921;1;SÃO PAULO;PLACA DEC E=MC 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173922;1;SÃO PAULO;PLACA DEC FORMATO OLHO GREGO 21X23;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173923;1;SÃO PAULO;PLACA DEC DREAM 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173924;1;SÃO PAULO;PLACA DEC BEBER E HISTORIA 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173926;1;SÃO PAULO;PLACA DEC SE N O AGORA 20X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173927;1;SÃO PAULO;PLACA DEC LOVELY LOVE 20X20CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173928;1;SÃO PAULO;PLACA DEC FORMATO DIAMANTE 28X22CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173929;1;SÃO PAULO;PLACA DEC FORMATO SUCESSO 34X14CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173930;1;SÃO PAULO;PLACA DEC FORMATO WIFI 27X20CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173931;1;SÃO PAULO;PLACA DEC FORM TABUA CHURRAS 32X16;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173933;1;SÃO PAULO;PLACA DEC FORMATO XICARA 28X18CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173934;1;SÃO PAULO;PLACA DEC FORMATO TEMPERO 28X22CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173935;1;SÃO PAULO;PLACA DEC FORMATO CAT 27X27CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173936;1;SÃO PAULO;PLACA DEC FORMATO DOG 27X27CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173937;1;SÃO PAULO;PLACA DEC FORMATO TAMPINHA 24X24CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173938;1;SÃO PAULO;PLACA DEC CAF N O FALHA 30X44CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173939;1;SÃO PAULO;PLACA DEC CHURRAS 30X44CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173940;1;SÃO PAULO;PLACA DEC PAUSE 20X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173941;1;SÃO PAULO;PLACA DEC FORMATO OSSINHO 34X14CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173942;1;SÃO PAULO;PLACA DEC TRISTEZA BEER 20X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173943;1;SÃO PAULO;PLACA DEC LIVE LOVE EAT 20X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173944;1;SÃO PAULO;PLACA DEC START TODAY 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173945;1;SÃO PAULO;PLACA DEC GOOD LUCK 29X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173946;1;SÃO PAULO;PLACA DEC SORRISOS 20X20CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173947;1;SÃO PAULO;PLACA DEC HEART 20X20CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173948;1;SÃO PAULO;PLACA DEC SWEET HOME 20X20CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173950;1;SÃO PAULO;PLACA DEC CAFE 20X20CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173951;1;SÃO PAULO;KIT ADES LADRILHO CNZ 15X15CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173952;1;SÃO PAULO;FORRO PROT ANTIDERRAPAN PTO 30X150;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173953;1;SÃO PAULO;FORRO PROT ANTIDERRAPAN CRU 30X150;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173954;1;SÃO PAULO;PLACA DEC MARMORE FEEL GOOD 20X29CM;BAZAR;MOVEIS E DECORACAO;DECORACAO BAZAR;JARDIM PAULISTA;May-2019;PA;0
1173955;1;SÃO PAULO;CHOC ALPINO EXTRA CREAMY 98G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;May-2019;PA;0
1173957;1;SÃO PAULO;SORVETE LACTA TRES CHOCOLATES 1.5L;PERECIVEIS;PEREC COMPLEMENTAR;SOBREMESAS CONGELAD;JARDIM PAULISTA;May-2019;PA;399
1173958;1;SÃO PAULO;SORVETE LACTA CHOCOLATE 1.5L;PERECIVEIS;PEREC COMPLEMENTAR;SOBREMESAS CONGELAD;JARDIM PAULISTA;May-2019;PA;461
1173959;1;SÃO PAULO;SORVETE DIAMANTE NEGRO E LAKA 1.5L;PERECIVEIS;PEREC COMPLEMENTAR;SOBREMESAS CONGELAD;JARDIM PAULISTA;May-2019;PA;299
