PLU;Loja;Região;Nome PLU;Nome Depto;Nome Cat;Nome Subcat;Nome Loja;Mês Referencia;Bandeira;VENDA BRUTA MENSAL JUNHO
1050921;1;SÃO PAULO;QJ MUSS FAT BUF BOM DESTINO 150G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;46
1059508;1;SÃO PAULO;MAMAO DES CAST NUEVO 100GR;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;28
1121815;1;SÃO PAULO;PEGADOR MASSA WELL SILICONE PRETO;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA;31
1127351;1;SÃO PAULO;CICATRI RENOV ELSEVE RT5 50ML;MERCEARIA;PERFUMARIA;CUIDADO COM CABELO;JARDIM PAULISTA;June-2019;PA;46
1140786;1;SÃO PAULO;MIST BOLO BROWNIE FLEISCHMANN 450G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;June-2019;PA;46
1150907;1;SÃO PAULO;TRIBOS BISC DOCE COCO UNT 16,5G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;June-2019;PA;33
1151098;1;SÃO PAULO;QJ PROCESSADO LIGHT VIGOR C/4 68G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;33
1161283;1;SÃO PAULO;PRATO SOBREM BLUE DAISY COLOR D21CM;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA;15
1163355;1;SÃO PAULO;CHOC BATON EXTRA MILK 64G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;June-2019;PA;11
1171859;1;SÃO PAULO;MAIONESE LIZA CASEIRA TRAD SC 430G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;9
1186100;1;SÃO PAULO;DEL VALLE CONCETRA MARACUJ 500ML;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA; -   
1187655;1;SÃO PAULO;HIDRT NIVEA SOFT MILK MOUSSE 200ML;MERCEARIA;PERFUMARIA;CUIDADO COM CORPO;JARDIM PAULISTA;June-2019;PA;24
1194729;1;SÃO PAULO;PIPOCA PIC-ME MACA CANELA 55G;MERCEARIA;MERC COMPLEMENTAR;SALGADINHOS/APERIT;JARDIM PAULISTA;June-2019;PA;46
1196011;1;SÃO PAULO;HORTA DE MANJERICAO VERDE;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;35
2055534;1;SÃO PAULO;ACHOCOLATADO TODDY SHAKE GFA 270ML;MERCEARIA;MERCEARIA BASICA;LACTEOS E ACHOCOLAT;JARDIM PAULISTA;June-2019;PA;43
4238751;1;SÃO PAULO;MOLHO SALADA LIMAO MASTER 234ML;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;23
4784364;1;SÃO PAULO;CROUTON PITA BREAD TRADICIONAL 100G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;June-2019;PA;23
5366170;1;SÃO PAULO;CAP VITELA AMEND LA VERA 500GR;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;June-2019;PA; -   
5386956;1;SÃO PAULO;HORTELA PIMENTA S DO JAPY 30G ED;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;23
5387052;1;SÃO PAULO;SALSAO S DO JAPY 30G ED;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;23
6000288;1;SÃO PAULO;MIST BOLO FLEISCHM LIMAO CREM 450GR;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;June-2019;PA;35
95426;1;SÃO PAULO;NOZES C/CASCA GRANEL IMP;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA; -   
121835;1;SÃO PAULO;PRES CRU SA DANIELE S/OSS VILAN FAT;PERECIVEIS;PEREC COMPLEMENTAR;FRIOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;45
132121;1;SÃO PAULO;FEIJAO PRETO FP KG;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;June-2019;PA;45
196598;1;SÃO PAULO;QJ REINO POLENGHI SELECTION FRAC;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;45
219419;1;SÃO PAULO;CG CUBOS DE COXAO DURO TERNEIRO KG;PERECIVEIS;CARNES;BOVINOS;JARDIM PAULISTA;June-2019;PA;32
231510;1;SÃO PAULO;QJ GOUDA TIROLEZ ATENDE BALCAO;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;45
271912;1;SÃO PAULO;TAINHA CONG KG;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;June-2019;PA;45
389105;1;SÃO PAULO;VELA ANIV ROSA N 1;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART CASA FESTA;JARDIM PAULISTA;June-2019;PA;17
1004730;1;SÃO PAULO;VERMT BCO CINZANO BIANCO 950ML;MERCEARIA;LIQUIDA;ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;45
1127514;1;SÃO PAULO;SAB LIQ FISHER PRICE 200ML CAB PES;MERCEARIA;PERFUMARIA;CUIDADO COM CORPO;JARDIM PAULISTA;June-2019;PA;45
1145073;1;SÃO PAULO;ORG SUCO MISTO MACA E TANGERI 200ML;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;29
1146067;1;SÃO PAULO;SAL FINO DO HIMALAIA 100G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;30
1163184;1;SÃO PAULO;QA ACHOCOLATADO EM PO 800G;MERCEARIA;MERCEARIA BASICA;LACTEOS E ACHOCOLAT;JARDIM PAULISTA;June-2019;PA;14
1165557;1;SÃO PAULO;QA COXA DE FRANGO BANDEJA 700 GRS;PERECIVEIS;CARNES;AVES;JARDIM PAULISTA;June-2019;PA;30
1165597;1;SÃO PAULO;NEUTR PURIFIED SKIN ESFOLIANTE 100G;MERCEARIA;PERFUMARIA;CUIDADO COM ROSTO;JARDIM PAULISTA;June-2019;PA;45
1169865;1;SÃO PAULO;REFRI ITUBAINA GUARANA 2L;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;June-2019;PA;4
1172735;1;SÃO PAULO;BANANADA CREMOSA ZELIA LATA 400G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;June-2019;PA;45
1179070;1;SÃO PAULO;APP FRIG WOK 28CM CHILLI TUR;BAZAR;CASA;COZINHAR E ASSAR;JARDIM PAULISTA;June-2019;PA;45
1181488;1;SÃO PAULO;QA BLOCO CX ACOPL FLOR QUALITA 35G;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;39
1471502;1;SÃO PAULO;MAC CAS DE YAKISSOBA 200G;MERCEARIA;MERCEARIA BASICA;MASSAS SECAS;JARDIM PAULISTA;June-2019;PA;26
2237084;1;SÃO PAULO;PALMITO PUPUNHA PICADO 200G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;30
2415048;1;SÃO PAULO;COCA COLA MINI SLEEK 220ML C/12;MERCEARIA;LIQUIDA;REFRIGERANTES;JARDIM PAULISTA;June-2019;PA; -   
4051480;1;SÃO PAULO;ALFAVACA EMB ED UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA; -   
4513346;1;SÃO PAULO;CHA HIBISCUS CHINATOWN 20G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;11
6238506;1;SÃO PAULO;QA LASANHA CASEIRA QUALITA 200G;MERCEARIA;MERCEARIA BASICA;MASSAS SECAS;JARDIM PAULISTA;June-2019;PA;16
65795;1;SÃO PAULO;PALETA SUINA C/OSSO RESF KG (CORTE);PERECIVEIS;CARNES;SUINOS E OUTROS;JARDIM PAULISTA;June-2019;PA; -   
166041;1;SÃO PAULO;DOCE GOIABADA CASCAO KG;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;June-2019;PA; -   
235051;1;SÃO PAULO;PAO BRIOCHE COCO ARTESANAL;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;June-2019;PA; -   
248716;1;SÃO PAULO;AMEIXA ROSADA NAC KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA;34
250382;1;SÃO PAULO;MELAO GALIA GNEL KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA; -   
481526;1;SÃO PAULO;QJ GOUDA FRAC TIROLEZ;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA; -   
535786;1;SÃO PAULO;INSET RAID PASTILHA RF C/6 EUC;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;15
1053041;1;SÃO PAULO;KIT ORAL GIFT SLIM LM;MERCEARIA;PERFUMARIA;HIGIENE ORAL;JARDIM PAULISTA;June-2019;PA; -   
1085548;1;SÃO PAULO;TEMP SATIS MOLHO MADEIRA 17G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;16
1119453;1;SÃO PAULO;TQ BISC AVEIA E MEL 90G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;June-2019;PA;27
1121649;1;SÃO PAULO;CERV THREE MONKEYS WHITE ALE 500ML;MERCEARIA;LIQUIDA;CERVEJAS;JARDIM PAULISTA;June-2019;PA; -   
1147635;1;SÃO PAULO;LOC JJ SERUM ILUMINADORA 200 ML;MERCEARIA;PERFUMARIA;CUIDADO COM CORPO;JARDIM PAULISTA;June-2019;PA;22
1177223;1;SÃO PAULO;QA AMEIXA SECA 150G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;June-2019;PA;22
1184939;1;SÃO PAULO;QA FLOCOS CROCANTE CHOCOLATE 130G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;June-2019;PA;44
1427615;1;SÃO PAULO;PURIF BOM AR LVDA CLICK RF 12ML;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;22
1878417;1;SÃO PAULO;CHA FF PESSEGO DR OETKER C/15 30;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;June-2019;PA;44
2355368;1;SÃO PAULO;NOZ MOSCADA FRUTO CIA DAS ERVAS 15G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;29
2358130;1;SÃO PAULO;RAIZ FORTE C/BETERRABA DAMM 170G;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;June-2019;PA; -   
5167999;1;SÃO PAULO;COND BEBE NATUREZA 230 ML SUAVE;MERCEARIA;PERFUMARIA;CUIDADO COM CABELO;JARDIM PAULISTA;June-2019;PA;11
216135;1;SÃO PAULO;MANJUBA LIMPA FRESCA KG;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;June-2019;PA;43
245890;1;SÃO PAULO;CHOURICO PAPRICA CASAPONSA FATIADO;PERECIVEIS;PEREC COMPLEMENTAR;FRIOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA; -   
263436;1;SÃO PAULO;PEITO FGO CERATTI BASILI FAT-BALCAO;PERECIVEIS;PEREC COMPLEMENTAR;FRIOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;14
469326;1;SÃO PAULO;AZEITONA VDE RAIOLITA C/C 500G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;18
793582;1;SÃO PAULO;INSET BAYGON ESPIRAL C/10;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;13
1031271;1;SÃO PAULO;DERMACYD INFANTIL 200ML / 100ML KIT;MUNDO FARMACIA;DROGARIAS;CORRELATOS DROGARIA;JARDIM PAULISTA;June-2019;PA;43
1062575;1;SÃO PAULO;SH DOVE 200ML BABY HID ENRIQUECIDA;MERCEARIA;PERFUMARIA;CUIDADO COM CABELO;JARDIM PAULISTA;June-2019;PA;35
1077091;1;SÃO PAULO;MOLH NANDOS MEIO PICAN ALHO 125ML;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;22
1098561;1;SÃO PAULO;DESOD SAN PATO PEDRA 25G DES LAVAND;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;17
1099522;1;SÃO PAULO;PAO C/ REQUEIJAO GRATINADO 90G;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;June-2019;PA;14
1145072;1;SÃO PAULO;ORG SUCO MISTO MACA E MARACUJ 200ML;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;39
1148891;1;SÃO PAULO;RICOTA Z LACTOSE BUFALO DOUR 250G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;43
1149149;1;SÃO PAULO;BISC PLUSLIFE SALGA MULTIGRAOS 156G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;June-2019;PA;43
1150869;1;SÃO PAULO;PROTEIN ACAI E BANANA BIO2 330ML;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;June-2019;PA;12
1151973;1;SÃO PAULO;ORG MASSA ORGANIC FUSILI 400GR;MERCEARIA;MERCEARIA BASICA;MASSAS SECAS;JARDIM PAULISTA;June-2019;PA;17
1172969;1;SÃO PAULO;LIMPA PISOS LIMPOL 750ML CERAM/PORC;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;8
1173262;1;SÃO PAULO;QA PREMIUM ARROZ BRANCO TP1 5KG;MERCEARIA;MERCEARIA BASICA;ARROZ E FEIJAO;JARDIM PAULISTA;June-2019;PA;28
1184935;1;SÃO PAULO;QA GRANULADO CROCANTE CHOCOLATE130G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;June-2019;PA;31
1185876;1;SÃO PAULO;KIT DENTAL ORALGIFT UP LM;MERCEARIA;PERFUMARIA;HIGIENE ORAL;JARDIM PAULISTA;June-2019;PA;43
1552805;1;SÃO PAULO;FRAPE LEITE CONDENSADO GELD 230ML;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;June-2019;PA;26
2373225;1;SÃO PAULO;PIM REINO BCA PO CIA ERVAS 24G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;29
8816269;1;SÃO PAULO;MOLHO TOM SUGO/FUNGHI MAG 500G;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;June-2019;PA; -   
139236;1;SÃO PAULO;SAB SENADOR 130G;MERCEARIA;PERFUMARIA;CUIDADO COM CORPO;JARDIM PAULISTA;June-2019;PA;21
212144;1;SÃO PAULO;MINI P O FRANC S INTEGRAL KG;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;June-2019;PA;8
388924;1;SÃO PAULO;VELA ANIV AZUL N3;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART CASA FESTA;JARDIM PAULISTA;June-2019;PA;10
389075;1;SÃO PAULO;VELA ANIV BCA N.8;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART CASA FESTA;JARDIM PAULISTA;June-2019;PA;25
1092579;1;SÃO PAULO;TORTUGUITA RECH CHOC CHOCOLATE 130G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;June-2019;PA;42
1108297;1;SÃO PAULO;CJ COPOS P/CERVEJAS ESPECIAIS;BAZAR;CASA;ARTES DA MESA;JARDIM PAULISTA;June-2019;PA;2
1149365;1;SÃO PAULO;BRIG COL CHOC DAR MON BRIGADIER100G;PERECIVEIS;PEREC COMPLEMENTAR;SOBREMESAS CONGELAD;JARDIM PAULISTA;June-2019;PA;21
1155373;1;SÃO PAULO;TQ BISCOITO DE ARROZ DOCE MEL 32G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;June-2019;PA;28
1166300;1;SÃO PAULO;QA PIPOCA PRONTA CEBOLA E SALCA 23G;MERCEARIA;MERC COMPLEMENTAR;SALGADINHOS/APERIT;JARDIM PAULISTA;June-2019;PA;42
1169661;1;SÃO PAULO;ORG SUCO NAT FIT FRESH VEG 330ML;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;30
1181455;1;SÃO PAULO;QA PASTILHA ADES LVDA QUALITA 3UN;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;12
1181522;1;SÃO PAULO;PIMENTA CALABRESA CASAXA 25G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;18
2407807;1;SÃO PAULO;BROTO DE TREVO HYDROSALDS 100G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;42
3779965;1;SÃO PAULO;QA TEMP PO P/FEIJAO/OVO/ARRO QA 60G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;15
4284161;1;SÃO PAULO;SUCRILHOS POWER CHOCO 20G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;June-2019;PA;42
4364191;1;SÃO PAULO;COND HEAD SHOULDER ANTI COCEI 200ML;MERCEARIA;PERFUMARIA;CUIDADO COM CABELO;JARDIM PAULISTA;June-2019;PA;23
4729525;1;SÃO PAULO;SALADA HOLANDESA 350G MIL GREEN UN;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;21
6277185;1;SÃO PAULO;ORG FARINHA DE QUINOA VITALIN 150G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;June-2019;PA;26
8717528;1;SÃO PAULO;CERV ALEMA WEIHENSTEPHANER VITUS;MERCEARIA;LIQUIDA;CERVEJAS;JARDIM PAULISTA;June-2019;PA;21
42086;1;SÃO PAULO;MELAO GALIA FATIADO KG;PERECIVEIS;FLV;FRUTAS;JARDIM PAULISTA;June-2019;PA; -   
80248;1;SÃO PAULO;TABULE;PERECIVEIS;PADARIA E ROTISSERIE;ROTISSERIE;JARDIM PAULISTA;June-2019;PA;41
84710;1;SÃO PAULO;KIT DE QUEIJOS ESPECIAIS;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS MANIPULADOS;JARDIM PAULISTA;June-2019;PA;41
1070384;1;SÃO PAULO;PO P SORVETE CREME OETKER 150G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;June-2019;PA;8
1115342;1;SÃO PAULO;CR PENT DOVE 200ML ULTRA CACHOS;MERCEARIA;PERFUMARIA;CUIDADO COM CABELO;JARDIM PAULISTA;June-2019;PA;41
1126133;1;SÃO PAULO;LINGUICA FGO C/ BACON NABRASA 600GR;PERECIVEIS;PEREC COMPLEMENTAR;FRIOS;JARDIM PAULISTA;June-2019;PA;19
1127127;1;SÃO PAULO;AMPOLA PANTENE C/3 CACHOS HIDRAVIT;MERCEARIA;PERFUMARIA;CUIDADO COM CABELO;JARDIM PAULISTA;June-2019;PA; -   
1128685;1;SÃO PAULO;BALA FINI OVOS FRITOS 90G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;June-2019;PA;16
1130176;1;SÃO PAULO;CHA VERDE C/ LIMAO OETKER 15G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;June-2019;PA;34
1135505;1;SÃO PAULO;DESOD SAN HARPIC POWER MARINE 39G;MERCEARIA;LIMPEZA/DESCARTAVEIS;LIMPEZA;JARDIM PAULISTA;June-2019;PA;41
1163487;1;SÃO PAULO;PRES CRU SAN DANIELE FT CITTERIO70G;PERECIVEIS;PEREC COMPLEMENTAR;FRIOS;JARDIM PAULISTA;June-2019;PA;41
1167643;1;SÃO PAULO;BISC WAFFER DADINHO 126G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;June-2019;PA; -   
1171110;1;SÃO PAULO;BALA BARKLEYS LIQUORICE 50G;MERCEARIA;MERC COMPLEMENTAR;BOMBONIERE;JARDIM PAULISTA;June-2019;PA;41
1178931;1;SÃO PAULO;IOGURT VEGANO NATURAL NOMOO 180G;PERECIVEIS;PEREC COMPLEMENTAR;IOGURTES;JARDIM PAULISTA;June-2019;PA;41
1191229;1;SÃO PAULO;BALAO MINISHAPE N 9 DOURADO;MERCEARIA;LIMPEZA/DESCARTAVEIS;DESCART CASA FESTA;JARDIM PAULISTA;June-2019;PA; -   
1196003;1;SÃO PAULO;AGUA DE COCO CAMP 200 ML;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;41
1197208;1;SÃO PAULO;QJ PAST POLENGUINHO PT PERU C/4 68G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;41
2409450;1;SÃO PAULO;MOLHO ARABE MAXIFOUR C/TAHINE 150ML;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA; -   
3808375;1;SÃO PAULO;QA CHA MATE LARANJA QUALITA 40G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;June-2019;PA;20
4238300;1;SÃO PAULO;MOLHO SALADA CASEIRO MASTER 234ML;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;17
4402015;1;SÃO PAULO;SUCO AFR CERES LICHIA 200ML;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA; -   
4595656;1;SÃO PAULO;PUDIM BAUNILHA DR. OETKER 50G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;June-2019;PA;14
4647393;1;SÃO PAULO;TQ PINHAO ORG TAEQ 500G;PERECIVEIS;FLV;LEGUMES;JARDIM PAULISTA;June-2019;PA;41
4681663;1;SÃO PAULO;PAO ITA INTEGRAL RED BASILIC 200GR;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;June-2019;PA;41
4734956;1;SÃO PAULO;TEMPERO VINAGRETE CHINATOWN 20G;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;37
4763727;1;SÃO PAULO;SALSA CANNAMELA 8G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA; -   
6086190;1;SÃO PAULO;MIST PAO QUEIJO LIGHT 250G FLEIS;MERCEARIA;MERCEARIA BASICA;GRAOS E FARINACEOS;JARDIM PAULISTA;June-2019;PA;41
6743284;1;SÃO PAULO;BIS SPEKULATIUS S/GLUTEN AMINNA 75G;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;June-2019;PA;41
7627637;1;SÃO PAULO;BAR 1MAIS1 NUTS BAN/CASTANHA KB 50G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;June-2019;PA;33
8562760;1;SÃO PAULO;ORG NECTAR DE AMORA 1LT;PERECIVEIS;FLV;FOLHAGENS E PROCESS;JARDIM PAULISTA;June-2019;PA;41
53891;1;SÃO PAULO;POLVO LIMPO FRESCO KG;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;June-2019;PA;40
69328;1;SÃO PAULO;PESCADINHA LIMPA P FRESCA KG;PERECIVEIS;PEIXARIA;PEIXES FRESCOS;JARDIM PAULISTA;June-2019;PA; -   
216388;1;SÃO PAULO;REVISTA GLAMOUR;BAZAR;CULTURA;LIVROS REVISTAS NAC;JARDIM PAULISTA;June-2019;PA;30
1030169;1;SÃO PAULO;TQ COOK INTEG LIG BAN GT CHOCO 150G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;June-2019;PA; -   
1053856;1;SÃO PAULO;COND SEDA 325ML MEL ANTIQUEBRA;MERCEARIA;PERFUMARIA;CUIDADO COM CABELO;JARDIM PAULISTA;June-2019;PA;28
1081733;1;SÃO PAULO;TEMPER LIOFI CEBOL ROXA CANAM 10G;MERCEARIA;MERC COMPLEMENTAR;MERCEARIA SALGADA;JARDIM PAULISTA;June-2019;PA;27
1096534;1;SÃO PAULO;AG DE COCO OBRIGAD CAP.SANTO/GEN 1L;MERCEARIA;LIQUIDA;NAO ALCOOLICOS;JARDIM PAULISTA;June-2019;PA;40
1105715;1;SÃO PAULO;BARRA DE CEREAIS COCONUT E CHIA 25G;MERCEARIA;MERC COMPLEMENTAR;CEREAIS E SAUDAVEIS;JARDIM PAULISTA;June-2019;PA;40
1107819;1;SÃO PAULO;CAFE TM TOLIMA JUAN VALDEZ LT 125G;MERCEARIA;MERCEARIA BASICA;CAFE;JARDIM PAULISTA;June-2019;PA;18
1109811;1;SÃO PAULO;ORG CAJUELLA CHOKOLAH 120G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;June-2019;PA;18
1127206;1;SÃO PAULO;COOKIE CLASSIC 60G;MERCEARIA;MERC COMPLEMENTAR;BISCOITOS E TORRADAS;JARDIM PAULISTA;June-2019;PA;2
1130178;1;SÃO PAULO;RAPADURA MELAD/AMEND GUIMAR 140G;MERCEARIA;MERC COMPLEMENTAR;DOCES E SOBREMESAS;JARDIM PAULISTA;June-2019;PA;20
1151094;1;SÃO PAULO;QJ PROCESSADO TRAD VIGOR C/2 34G;PERECIVEIS;PEREC COMPLEMENTAR;QUEIJOS;JARDIM PAULISTA;June-2019;PA;22
1153454;1;SÃO PAULO;BAGUETE ATUM ATELIE 170G;PERECIVEIS;PADARIA E ROTISSERIE;CAFE/LANCHONETE;JARDIM PAULISTA;June-2019;PA;27
1161561;1;SÃO PAULO;MINI SONHO RECHEADO DOCE DE LEITE;PERECIVEIS;PADARIA E ROTISSERIE;PADARIA;JARDIM PAULISTA;June-2019;PA;34
